id,name,city,municipality,postal_code
el-divino-salvador-de-san-salvador-tepexco-632,EL DIVINO SALVADOR DE SAN SALVADOR TEPEXCO,Puebla,Puebla,
el-eden-711,EL EDEN,Puebla,Puebla,
eleganza-929,ELEGANZA,Puebla,Puebla,
eleganza-la-calera-1553,ELEGANZA LA CALERA,Puebla,Puebla,
elementari-flats-1699,ELEMENTARI FLATS,Puebla,Puebla,
el-encanto-de-san-andres-1624,EL ENCANTO DE SAN ANDRES,Puebla,Puebla,
el-encanto-iv-744,EL ENCANTO IV,Puebla,Puebla,
el-ensue├▒o-1603,EL ENSUE├æO,Puebla,Puebla,
el-esfuerzo-zaragoza-(zaragoza)-650,EL ESFUERZO ZARAGOZA (ZARAGOZA),Puebla,Puebla,
el-fresno-401,EL FRESNO,Puebla,Puebla,
el-fresno-196,EL FRESNO,Puebla,Puebla,
el-fresno-2-703,EL FRESNO 2,Puebla,Puebla,
el-girasol-384,EL GIRASOL,Puebla,Puebla,
el-girasol---san-juan-tulcingo-758,EL GIRASOL - SAN JUAN TULCINGO,Puebla,Puebla,
el-jagey-649,EL JAGEY,Puebla,Puebla,
el-jardin-1748,EL JARDIN,Puebla,Puebla,
el-mexicano-684,EL MEXICANO,Puebla,Puebla,
el-milagro-1614,EL MILAGRO,Puebla,Puebla,
el-mineral-41,EL MINERAL,Puebla,Puebla,
el-mirador-6,EL MIRADOR,Puebla,Puebla,
el-mirador-de-la-calera-660,EL MIRADOR DE LA CALERA,Puebla,Puebla,
el-molinito-1453,EL MOLINITO,Puebla,Puebla,
el-molino-1194,EL MOLINO,Puebla,Puebla,
el-morado-1439,EL MORADO,Puebla,Puebla,
el-naranjo-324,EL NARANJO,Puebla,Puebla,
el-navariego-732,EL NAVARIEGO,Puebla,Puebla,
el-oasis-1100,EL OASIS,Puebla,Puebla,
el-olivo-1214,EL OLIVO,Puebla,Puebla,
el-origen-1695,EL ORIGEN,Puebla,Puebla,
el-paraiso-1347,EL PARAISO,Puebla,Puebla,
el-pedregal-1688,EL PEDREGAL,Puebla,Puebla,
el-pedregal-330,EL PEDREGAL,Puebla,Puebla,
el-pilar-1363,EL PILAR,Puebla,Puebla,
el-pinal-163,EL PINAL,Puebla,Puebla,
el-pinar-1395,EL PINAR,Puebla,Puebla,
el-porvenir-265,EL PORVENIR,Puebla,Puebla,
el-progreso-386,EL PROGRESO,Puebla,Puebla,
el-puente-1675,EL PUENTE,Puebla,Puebla,
el-refugio-143,EL REFUGIO,Puebla,Puebla,
el-refugio-441,EL REFUGIO,Puebla,Puebla,
el-refugio---policias-712,EL REFUGIO - POLICIAS,Puebla,Puebla,
el-refugio-zavaleta-735,EL REFUGIO ZAVALETA,Puebla,Puebla,
el-riego-204,EL RIEGO,Puebla,Puebla,
el-riego-iii-701,EL RIEGO III,Puebla,Puebla,
el-riego-norte-721,EL RIEGO NORTE,Puebla,Puebla,
el-riego-norte-1-647,EL RIEGO NORTE 1,Puebla,Puebla,
el-riego-norte-2-648,EL RIEGO NORTE 2,Puebla,Puebla,
el-riego-sur-720,EL RIEGO SUR,Puebla,Puebla,
el-rincon-1554,EL RINCON,Puebla,Puebla,
el-rosario-1595,EL ROSARIO,Puebla,Puebla,
el-rosario-1215,EL ROSARIO,Puebla,Puebla,
elsa-cordova-1774,ELSA CORDOVA,Puebla,Puebla,
el-salvador-1173,EL SALVADOR,Puebla,Puebla,
el-saucedal-1447,EL SAUCEDAL,Puebla,Puebla,
el-secreto-755,EL SECRETO,Puebla,Puebla,
el-secreto-1720,EL SECRETO,Puebla,Puebla,
el-secreto-1659,EL SECRETO,Puebla,Puebla,
el-sue├▒o-1615,EL SUE├æO,Puebla,Puebla,
el-tamborcito-126,EL TAMBORCITO,Puebla,Puebla,
el-triunfo-442,EL TRIUNFO,Puebla,Puebla,
el-triunfo-antorcha-popular-1775,EL TRIUNFO ANTORCHA POPULAR,Puebla,Puebla,
emiliano-zapata-1450,EMILIANO ZAPATA,Puebla,Puebla,
emperador-688,EMPERADOR,Puebla,Puebla,
emperatriz-169,EMPERATRIZ,Puebla,Puebla,
encinar-1a-seccion-785,ENCINAR 1a SECCION,Puebla,Puebla,
encinar-2a-seccion-788,ENCINAR 2a SECCION,Puebla,Puebla,
energance-1507,ENERGANCE,Puebla,Puebla,
enigma-1702,ENIGMA,Puebla,Puebla,
esmeralda-804,ESMERALDA,Puebla,Puebla,
esmeralda-353,ESMERALDA,Puebla,Puebla,
estacion-nueva-157,ESTACION NUEVA,Puebla,Puebla,
estrella-del-sur-1346,ESTRELLA DEL SUR,Puebla,Puebla,
everest-383,EVEREST,Puebla,Puebla,
excursionista-1607,EXCURSIONISTA,Puebla,Puebla,
excursionista-1495,EXCURSIONISTA,Puebla,Puebla,
ex-hacienda-corregidora-1743,EX HACIENDA CORREGIDORA,Puebla,Puebla,
exhacienda-del-angel-883,EXHACIENDA DEL ANGEL,Puebla,Puebla,
ex---hacienda-del-camino-real-1331,EX - HACIENDA DEL CAMINO REAL,Puebla,Puebla,
ex-hacienda-de-san-martinito-1454,EX HACIENDA DE SAN MARTINITO,Puebla,Puebla,
ex-hacienda-la-noria-374,EX-HACIENDA LA NORIA,Puebla,Puebla,
ex-hacienda-mayorazgo-1141,EX HACIENDA MAYORAZGO,Puebla,Puebla,
ex-hacienda-rancho-colorado-87,EX HACIENDA RANCHO COLORADO,Puebla,Puebla,
ex-hacienda-san-bartolo-coatepec-1772,EX HACIENDA SAN BARTOLO COATEPEC,Puebla,Puebla,
ex-hacienda-san-bartolo-coatepec-1773,EX HACIENDA SAN BARTOLO COATEPEC,Puebla,Puebla,
ex-hacienda-san-jose-chapulco-1318,EX-HACIENDA SAN JOSE CHAPULCO,Puebla,Puebla,
ex-hacienda-san-juan-xilotzingo-1616,EX-HACIENDA SAN JUAN XILOTZINGO,Puebla,Puebla,
ex-hda-concepcion-buena-vista-1672,EX HDA CONCEPCION BUENA VISTA,Puebla,Puebla,
ex-hda-concepcion-buena-vista-1674,EX HDA CONCEPCION BUENA VISTA,Puebla,Puebla,
ex-hda-concepcion-buena-vista-1745,EX HDA CONCEPCION BUENA VISTA,Puebla,Puebla,
ex-hda-concepcion-buena-vista-1746,EX HDA CONCEPCION BUENA VISTA,Puebla,Puebla,
ex-hda-concepcion-buena-vista-1673,EX HDA CONCEPCION BUENA VISTA,Puebla,Puebla,
ex-hda-la-concepcion-morillotla-1435,EX HDA LA CONCEPCION MORILLOTLA,Puebla,Puebla,
ex-hda-san-jose-actipac-1190,EX HDA SAN JOSE ACTIPAC,Puebla,Puebla,
ex-hda-santa-teresa-1713,EX HDA SANTA TERESA,Puebla,Puebla,
ex-hda-santa-teresa-1022,EX HDA SANTA TERESA,Puebla,Puebla,
exrancho-calderon-1098,EXRANCHO CALDERON,Puebla,Puebla,
ex-rancho-vaquerias-suntuap-1546,EX RANCHO VAQUERIAS SUNTUAP,Puebla,Puebla,
fabrica-civa-g-240,FABRICA CIVA G,Puebla,Puebla,
fabrica-covadonga-719,FABRICA COVADONGA,Puebla,Puebla,
fabrica-la-constancia-208,FABRICA LA CONSTANCIA,Puebla,Puebla,
faisanes-917,FAISANES,Puebla,Puebla,
farol-559,FAROL,Puebla,Puebla,
fauna-marina-968,FAUNA MARINA,Puebla,Puebla,
felicidad-1110,FELICIDAD,Puebla,Puebla,
fenasib-419,FENASIB,Puebla,Puebla,
fidel-velazquez-195,FIDEL VELAZQUEZ,Puebla,Puebla,
fior-di-neve-1344,FIOR DI NEVE,Puebla,Puebla,
floral-1053,FLORAL,Puebla,Puebla,
flor-batavia-776,FLOR  BATAVIA,Puebla,Puebla,
flor-del-sur-997,FLOR DEL SUR,Puebla,Puebla,
flores-del-pedregal-604,FLORES DEL PEDREGAL,Puebla,Puebla,
floresta-1320,FLORESTA,Puebla,Puebla,
floresta-san-isidro-castillotla-536,FLORESTA SAN ISIDRO CASTILLOTLA,Puebla,Puebla,
folare-528,FOLARE,Puebla,Puebla,
fortin-de-zavaleta-1076,FORTIN DE ZAVALETA,Puebla,Puebla,
fovi-la-maria-217,FOVI LA MARIA,Puebla,Puebla,
fovissste-san-manuel-95,FOVISSSTE SAN MANUEL,Puebla,Puebla,
fovissste-san-roque-411,FOVISSSTE SAN ROQUE,Puebla,Puebla,
fraccionamiento-el-refugio-605,FRACCIONAMIENTO EL REFUGIO,Puebla,Puebla,
framboyanes-1558,FRAMBOYANES,Puebla,Puebla,
francisco-i-madero-72,FRANCISCO I MADERO,Puebla,Puebla,
francisco-javier-clavijero-333,FRANCISCO JAVIER CLAVIJERO,Puebla,Puebla,
francisco-villa-110,FRANCISCO VILLA,Puebla,Puebla,
francisco-villa-1568,FRANCISCO VILLA,Puebla,Puebla,
francisco-villa---26-de-mayo-118,FRANCISCO VILLA - 26 DE MAYO,Puebla,Puebla,
fraternidad-antorchista-456,FRATERNIDAD ANTORCHISTA,Puebla,Puebla,
fuentes-de-angelopolis-1446,FUENTES DE ANGELOPOLIS,Puebla,Puebla,
fuentes-de-moratilla-210,FUENTES DE MORATILLA,Puebla,Puebla,
fuentes-de-san-aparicio-292,FUENTES DE SAN APARICIO,Puebla,Puebla,
fuentes-de-san-bartolo-426,FUENTES DE SAN BARTOLO,Puebla,Puebla,
fundadores-136,FUNDADORES,Puebla,Puebla,
fundadores-de-chapultepec(la-mesa)-974,FUNDADORES DE CHAPULTEPEC(LA MESA),Puebla,Puebla,
fundadores-de-zavaleta-759,FUNDADORES DE ZAVALETA,Puebla,Puebla,
gabriel-pastor-2a-seccion-471,GABRIEL PASTOR 2a SECCION,Puebla,Puebla,
gabriel-pastor-primera-seccion-369,GABRIEL PASTOR PRIMERA SECCION,Puebla,Puebla,
galaxia-bosques-de-manzanilla-1a-seccion-761,GALAXIA BOSQUES DE MANZANILLA 1a SECCION,Puebla,Puebla,
galaxia-bosques-de-manzanilla-2a-seccion-762,GALAXIA BOSQUES DE MANZANILLA 2a SECCION,Puebla,Puebla,
galaxia-la-laguna-508,GALAXIA LA LAGUNA,Puebla,Puebla,
galeotitla-598,GALEOTITLA,Puebla,Puebla,
galeotitla-595,GALEOTITLA,Puebla,Puebla,
galia-1729,GALIA,Puebla,Puebla,
gavilanes-1733,GAVILANES,Puebla,Puebla,
general-miguel-negrete-68,GENERAL MIGUEL NEGRETE,Puebla,Puebla,
geo-villas-de-castillotla-523,GEO VILLAS DE CASTILLOTLA,Puebla,Puebla,
geovillas-del-sur-1761,GEOVILLAS DEL SUR,Puebla,Puebla,
geovillas-la-hacienda-1359,GEOVILLAS LA HACIENDA,Puebla,Puebla,
geovillas-las-garzas-secc-1-816,GEOVILLAS LAS GARZAS SECC 1,Puebla,Puebla,
geovillas-las-garzas-secc-2-654,GEOVILLAS LAS GARZAS SECC 2,Puebla,Puebla,
geovillas-los-encinos-501,GEOVILLAS LOS ENCINOS,Puebla,Puebla,
geovillas-santa-clara-1686,GEOVILLAS SANTA CLARA,Puebla,Puebla,
gerona-946,GERONA,Puebla,Puebla,
getsemani-1600,GETSEMANI,Puebla,Puebla,
getzemani---el-nopalito-56,GETZEMANI - EL NOPALITO,Puebla,Puebla,
gladiolas-1742,GLADIOLAS,Puebla,Puebla,
gonzalo-bautista-1112,GONZALO BAUTISTA,Puebla,Puebla,
gonzalo-bautista-ofarril-1506,GONZALO BAUTISTA OFARRIL,Puebla,Puebla,
gral-ignacio-zaragoza-54,GRAL IGNACIO ZARAGOZA,Puebla,Puebla,
gran-barreal-1541,GRAN BARREAL,Puebla,Puebla,
granjas-atoyac-365,GRANJAS ATOYAC,Puebla,Puebla,
granjas-atoyac-1757,GRANJAS ATOYAC,Puebla,Puebla,
granjas-bugambilias-1579,GRANJAS BUGAMBILIAS,Puebla,Puebla,
granjas-del-sur-397,GRANJAS DEL SUR,Puebla,Puebla,
granjas-lagulena-113,GRANJAS LAGULENA,Puebla,Puebla,
granjas-mayorazgo-418,GRANJAS MAYORAZGO,Puebla,Puebla,
granjas-providencia-1492,GRANJAS PROVIDENCIA,Puebla,Puebla,
granjas-puebla-638,GRANJAS PUEBLA,Puebla,Puebla,
granjas-puebla-608,GRANJAS PUEBLA,Puebla,Puebla,
granjas-puebla-854,GRANJAS PUEBLA,Puebla,Puebla,
grecia-1644,GRECIA,Puebla,Puebla,
gregorio-de-gante-1637,GREGORIO DE GANTE,Puebla,Puebla,
gregorio-ramos---la-providencia-43,GREGORIO RAMOS - LA PROVIDENCIA,Puebla,Puebla,
guadalupana-o-finca-san-andres-583,GUADALUPANA O FINCA SAN ANDRES,Puebla,Puebla,
guadalupe-470,GUADALUPE,Puebla,Puebla,
guadalupe-990,GUADALUPE,Puebla,Puebla,
guadalupe-caleras-212,GUADALUPE CALERAS,Puebla,Puebla,
guadalupe-de-resurreccin-1509,GUADALUPE DE RESURRECCIN,Puebla,Puebla,
guadalupe-el-conde-178,GUADALUPE EL CONDE,Puebla,Puebla,
guadalupe-el-oro-235,GUADALUPE EL ORO,Puebla,Puebla,
guadalupe-hidalgo-427,GUADALUPE HIDALGO,Puebla,Puebla,
guadalupe-victoria-676,GUADALUPE VICTORIA,Puebla,Puebla,
guadalupe-victoria-149,GUADALUPE VICTORIA,Puebla,Puebla,
guadalupe-xonacatepec-316,GUADALUPE XONACATEPEC,Puebla,Puebla,
gustavo-diaz-ordaz-371,GUSTAVO DIAZ ORDAZ,Puebla,Puebla,
habitad-cholula-550,HABITAD CHOLULA,Puebla,Puebla,
habitat-para-la-humanidad-jimmy-carter-817,HABITAT PARA LA HUMANIDAD JIMMY CARTER,Puebla,Puebla,
hacienda-castillotla-779,HACIENDA CASTILLOTLA,Puebla,Puebla,
hacienda-del-sur-896,HACIENDA DEL SUR,Puebla,Puebla,
hacienda-del-sur-seccion-cofradia-1050,HACIENDA DEL SUR SECCION COFRADIA,Puebla,Puebla,
hacienda-de-manzanilla-1087,HACIENDA DE MANZANILLA,Puebla,Puebla,
hacienda-de-san-andres-1337,HACIENDA DE SAN ANDRES,Puebla,Puebla,
hacienda-el-cobre-844,HACIENDA EL COBRE,Puebla,Puebla,
hacienda-el-cobre-ii-1593,HACIENDA EL COBRE II,Puebla,Puebla,
hacienda-el-cobre-iii-930,HACIENDA EL COBRE III,Puebla,Puebla,
hacienda-las-fuentes-1776,HACIENDA LAS FUENTES,Puebla,Puebla,
hacienda-las-fuentes-ii-1763,HACIENDA LAS FUENTES II,Puebla,Puebla,
hacienda-los-capulines-1-1165,HACIENDA LOS CAPULINES 1,Puebla,Puebla,
hacienda-los-capulines-2-1166,HACIENDA LOS CAPULINES 2,Puebla,Puebla,
hacienda-los-olivos-886,HACIENDA LOS OLIVOS,Puebla,Puebla,
hacienda-san-diego-620,HACIENDA SAN DIEGO,Puebla,Puebla,
hacienda-san-jose-812,HACIENDA SAN JOSE,Puebla,Puebla,
hacienda-san-juan-800,HACIENDA SAN JUAN,Puebla,Puebla,
hacienda-san-miguel-1218,HACIENDA SAN MIGUEL,Puebla,Puebla,
hacienda-santa-clara-837,HACIENDA SANTA CLARA,Puebla,Puebla,
he---hecatepec-1258,HE - HECATEPEC,Puebla,Puebla,
heritage-1-630,HERITAGE 1,Puebla,Puebla,
heritage-ii-629,HERITAGE II,Puebla,Puebla,
hermenegildo-j-aldana-38,HERMENEGILDO J ALDANA,Puebla,Puebla,
hermosa-provincia-1092,HERMOSA PROVINCIA,Puebla,Puebla,
heroe-de-nacozari-343,HEROE DE NACOZARI,Puebla,Puebla,
heroes-del-5-de-mayo-255,HEROES DEL 5 DE MAYO,Puebla,Puebla,
heroes-del-5-de-mayo-sur-461,HEROES DEL 5 DE MAYO SUR,Puebla,Puebla,
heroes-de-puebla-1751,HEROES DE PUEBLA,Puebla,Puebla,
heroes-de-puebla-1526,HEROES DE PUEBLA,Puebla,Puebla,
hidalgo-146,HIDALGO,Puebla,Puebla,
hidalgo-933,HIDALGO,Puebla,Puebla,
historiadores-666,HISTORIADORES,Puebla,Puebla,
horizontal-conjunto-san-martin-850,HORIZONTAL CONJUNTO SAN MARTIN,Puebla,Puebla,
horizontal-la-piedad-847,HORIZONTAL LA PIEDAD,Puebla,Puebla,
huexotitla---alpha-2-80,HUEXOTITLA - ALPHA 2,Puebla,Puebla,
humboldt-norte-259,HUMBOLDT NORTE,Puebla,Puebla,
humboldt-sur-39,HUMBOLDT SUR,Puebla,Puebla,
ignacio-mariscal-1181,IGNACIO MARISCAL,Puebla,Puebla,
ignacio-romero-vargas-1561,IGNACIO ROMERO VARGAS,Puebla,Puebla,
il-albore-1291,IL ALBORE,Puebla,Puebla,
independencia-1142,INDEPENDENCIA,Puebla,Puebla,
independencia-188,INDEPENDENCIA,Puebla,Puebla,
independencia-284,INDEPENDENCIA,Puebla,Puebla,
independencia-caleras-211,INDEPENDENCIA CALERAS,Puebla,Puebla,
indios-verdes-969,INDIOS VERDES,Puebla,Puebla,
infonavit-loma-bella-422,INFONAVIT LOMA BELLA,Puebla,Puebla,
infonavit-san-miguel-mayorazgo-428,INFONAVIT SAN MIGUEL MAYORAZGO,Puebla,Puebla,
ing-guillermo-gonzalez-camarena-1187,ING GUILLERMO GONZALEZ CAMARENA,Puebla,Puebla,
insurgentes-antorchista-993,INSURGENTES ANTORCHISTA,Puebla,Puebla,
insurgentes-chula-vista-344,INSURGENTES CHULA VISTA,Puebla,Puebla,
insurgentes-oriente-882,INSURGENTES ORIENTE,Puebla,Puebla,
insurgentes-residencial-916,INSURGENTES RESIDENCIAL,Puebla,Puebla,
islas-1116,ISLAS,Puebla,Puebla,
iturbide-264,ITURBIDE,Puebla,Puebla,
ivi-hogar-el-carruaje-1533,IVI HOGAR EL CARRUAJE,Puebla,Puebla,
ivi-hogar-los-molinos-1499,IVI HOGAR LOS MOLINOS,Puebla,Puebla,
ivi-hogar-mision-san-jose-1537,IVI HOGAR MISION SAN JOSE,Puebla,Puebla,
ivi-hogar-mision-san-jose-secc-4-1667,IVI HOGAR MISION SAN JOSE SECC 4,Puebla,Puebla,
ivi-hogar-paseos-del-lago-551,IVI HOGAR PASEOS DEL LAGO,Puebla,Puebla,
ivi-hogar-santa-lucia-1013,IVI HOGAR SANTA LUCIA,Puebla,Puebla,
ivi-hogar-santa-lucia-3-1228,IVI HOGAR SANTA LUCIA 3,Puebla,Puebla,
ivi-hogar-santa-lucia-4-1627,IVI HOGAR SANTA LUCIA 4,Puebla,Puebla,
ivi-hogar-santa-lucia-4-2a-seccion-1481,IVI HOGAR SANTA LUCIA 4 2a SECCION,Puebla,Puebla,
ivi-hogar-santa-lucia-5-1560,IVI HOGAR SANTA LUCIA 5,Puebla,Puebla,
ivi-santa-lucia-2-1227,IVI SANTA LUCIA 2,Puebla,Puebla,
izcalli-1324,IZCALLI,Puebla,Puebla,
jacaranda-75,JACARANDA,Puebla,Puebla,
jardin-1000,JARDIN,Puebla,Puebla,
jardin-399,JARDIN,Puebla,Puebla,
jardin-de-san-jose-1358,JARDIN DE SAN JOSE,Puebla,Puebla,
jardines-de-amalucan-1168,JARDINES DE AMALUCAN,Puebla,Puebla,
jardines-de-atlixco-1784,JARDINES DE ATLIXCO,Puebla,Puebla,
jardines-de-bugambilias-130,JARDINES DE BUGAMBILIAS,Puebla,Puebla,
jardines-de-castillotla-527,JARDINES DE CASTILLOTLA,Puebla,Puebla,
jardines-de-castillotla-1084,JARDINES DE CASTILLOTLA,Puebla,Puebla,
jardines-de-castillotla-5a-seccion-996,JARDINES DE CASTILLOTLA 5a SECCION,Puebla,Puebla,
jardines-de-chachapa-ampliacion-signoret-1143,JARDINES DE CHACHAPA-AMPLIACION SIGNORET,Puebla,Puebla,
jardines-de-juan-bosco---col-juan-bosco-518,JARDINES DE JUAN BOSCO - COL JUAN BOSCO,Puebla,Puebla,
jardines-de-la-joya-769,JARDINES DE LA JOYA,Puebla,Puebla,
jardines-de-la-monta├▒a-1026,JARDINES DE LA MONTA├æA,Puebla,Puebla,
jardines-de-la-pedrera-490,JARDINES DE LA PEDRERA,Puebla,Puebla,
jardines-de-los-cipreses-1004,JARDINES DE LOS CIPRESES,Puebla,Puebla,
jardines-del-roble-1041,JARDINES DEL ROBLE,Puebla,Puebla,
jardines-del-roble-rdcial-1199,JARDINES DEL ROBLE RDCIAL,Puebla,Puebla,
jardines-del-sur-460,JARDINES DEL SUR,Puebla,Puebla,
jardines-de-morillotla-1434,JARDINES DE MORILLOTLA,Puebla,Puebla,
jardines-de-saint-germain-795,JARDINES DE SAINT GERMAIN,Puebla,Puebla,
jardines-de-san-andres-547,JARDINES DE SAN ANDRES,Puebla,Puebla,
jardines-de-san-carlos-1289,JARDINES DE SAN CARLOS,Puebla,Puebla,
jardines-de-san-jeronimo-203,JARDINES DE SAN JERONIMO,Puebla,Puebla,
jardines-de-san-jose-1174,JARDINES DE SAN JOSE,Puebla,Puebla,
jardines-de-san-manuel-730,JARDINES DE SAN MANUEL,Puebla,Puebla,
jardines-de-san-ramon-640,JARDINES DE SAN RAMON,Puebla,Puebla,
jardines-de-santa-rosa-708,JARDINES DE SANTA ROSA,Puebla,Puebla,
jardines-de-santiago-1665,JARDINES DE SANTIAGO,Puebla,Puebla,
jardines-de-santiago-1650,JARDINES DE SANTIAGO,Puebla,Puebla,
jardines-de-santiago-1317,JARDINES DE SANTIAGO,Puebla,Puebla,
jardines-de-zavaleta-765,JARDINES DE ZAVALETA,Puebla,Puebla,
jardines-la-resurreccion-1-298,JARDINES LA RESURRECCION 1,Puebla,Puebla,
jardines-la-resurreccion-2-297,JARDINES LA RESURRECCION 2,Puebla,Puebla,
jardnies-de-san-francisco-1539,JARDNIES DE SAN FRANCISCO,Puebla,Puebla,
jazmin-1606,JAZMIN,Puebla,Puebla,
jesus-garcia-122,JESUS GARCIA,Puebla,Puebla,
jesus-garcia-corona-1567,JESUS GARCIA CORONA,Puebla,Puebla,
jesus-gonzalez-ortega-114,JESUS GONZALEZ ORTEGA,Puebla,Puebla,
joaquin-colombres-303,JOAQUIN COLOMBRES,Puebla,Puebla,
jorge-murad-102,JORGE MURAD,Puebla,Puebla,
jorge-murad-2a-seccion-1247,JORGE MURAD 2a SECCION,Puebla,Puebla,
jorge-murad-3a-seccion-1590,JORGE MURAD 3A SECCION,Puebla,Puebla,
jorge-murad-5ta-seccion-723,JORGE MURAD 5TA SECCION,Puebla,Puebla,
jorge-obispo-1028,JORGE OBISPO,Puebla,Puebla,
jose-abascal-59,JOSE ABASCAL,Puebla,Puebla,
jose-lopez-portillo-66,JOSE LOPEZ PORTILLO,Puebla,Puebla,
jose-maria-morelos-y-pavon-116,JOSE MARIA MORELOS Y PAVON,Puebla,Puebla,
jose-maria-pino-suarez-111,JOSE MARIA PINO SUAREZ,Puebla,Puebla,
joyas-del-sur---col-cihuacoatl-1788,JOYAS DEL SUR - COL CIHUACOATL,Puebla,Puebla,
juan-pablo-ii-1033,JUAN PABLO II,Puebla,Puebla,
kinara-rdcial-1706,KINARA RDCIAL,Puebla,Puebla,
kunem-dreams-989,KUNEM DREAMS,Puebla,Puebla,
la-acocota-35,LA ACOCOTA,Puebla,Puebla,
la-ahogada-57,LA AHOGADA,Puebla,Puebla,
la-alfonsina-958,LA ALFONSINA,Puebla,Puebla,
la-antigua-actipan-1725,LA ANTIGUA ACTIPAN,Puebla,Puebla,
la-antigua-cementera-1496,LA ANTIGUA CEMENTERA,Puebla,Puebla,
la-arbolada-1209,LA ARBOLADA,Puebla,Puebla,
la-aureola-682,LA AUREOLA,Puebla,Puebla,
la-barranca-305,LA BARRANCA,Puebla,Puebla,
la-calera-662,LA CALERA,Puebla,Puebla,
la-ca├▒ada-429,LA CA├æADA,Puebla,Puebla,
la-candelaria-586,LA CANDELARIA,Puebla,Puebla,
la-candelaria-190,LA CANDELARIA,Puebla,Puebla,
la-candelaria-590,LA CANDELARIA,Puebla,Puebla,
la-candelaria-1768,LA CANDELARIA,Puebla,Puebla,
la-carmelita-430,LA CARMELITA,Puebla,Puebla,
la-ceiba-rdcial-1683,LA CEIBA RDCIAL,Puebla,Puebla,
la-chispa-544,LA CHISPA,Puebla,Puebla,
la-cienega-278,LA CIENEGA,Puebla,Puebla,
la-cima-1464,LA CIMA,Puebla,Puebla,
la-concepcion-351,LA CONCEPCION,Puebla,Puebla,
la-concepcion-1597,LA CONCEPCION,Puebla,Puebla,
la-concepcion-447,LA CONCEPCION,Puebla,Puebla,
la-concepcion-buena-vista-1388,LA CONCEPCION BUENA VISTA,Puebla,Puebla,
la-condesa-467,LA CONDESA,Puebla,Puebla,
ladrillera-de-benitez-19,LADRILLERA DE BENITEZ,Puebla,Puebla,
la-escondida-1335,LA ESCONDIDA,Puebla,Puebla,
la-estancia-1056,LA ESTANCIA,Puebla,Puebla,
la-fe-rdcial-1727,LA FE RDCIAL,Puebla,Puebla,
la-flor-1750,LA FLOR,Puebla,Puebla,
la-fortuna-1756,LA FORTUNA,Puebla,Puebla,
la-fortuna-1432,LA FORTUNA,Puebla,Puebla,
la-fortuna-1431,LA FORTUNA,Puebla,Puebla,
la-giralda-920,LA GIRALDA,Puebla,Puebla,
la-gloria-44,LA GLORIA,Puebla,Puebla,
lagos-la-gloria-64,LAGOS LA GLORIA,Puebla,Puebla,
lagos-la-gloria-1555,LAGOS LA GLORIA,Puebla,Puebla,
la-gran-bodega-873,LA GRAN BODEGA,Puebla,Puebla,
la-gran-tenochtitlan-1048,LA GRAN TENOCHTITLAN,Puebla,Puebla,
la-guadalupana-626,LA GUADALUPANA,Puebla,Puebla,
la-guadalupana-ciudad-de-puebla-510,LA GUADALUPANA CIUDAD DE PUEBLA,Puebla,Puebla,
la-guadalupana-ii-1512,LA GUADALUPANA II,Puebla,Puebla,
lagulena-1566,LAGULENA,Puebla,Puebla,
la-hacienda-0,LA HACIENDA,Puebla,Puebla,
la-herradura-842,LA HERRADURA,Puebla,Puebla,
la-herradura-1354,LA HERRADURA,Puebla,Puebla,
la-herradura-1343,LA HERRADURA,Puebla,Puebla,
la-isla-1-1148,LA ISLA 1,Puebla,Puebla,
la-isla-2-1149,LA ISLA 2,Puebla,Puebla,
la-josefina-1578,LA JOSEFINA,Puebla,Puebla,
la-joya-728,LA JOYA,Puebla,Puebla,
la-joya-1207,LA JOYA,Puebla,Puebla,
la-joya-1202,LA JOYA,Puebla,Puebla,
la-joya-875,LA JOYA,Puebla,Puebla,
la-joyita-613,LA JOYITA,Puebla,Puebla,
la-ladrillera-848,LA LADRILLERA,Puebla,Puebla,
la-libertad-725,LA LIBERTAD,Puebla,Puebla,
la-loma-152,LA LOMA,Puebla,Puebla,
la-loma-1250,LA LOMA,Puebla,Puebla,
la-loma-1442,LA LOMA,Puebla,Puebla,
la-loma-218,LA LOMA,Puebla,Puebla,
la-loma-zavaleta-o-col-lomas-de-zavaleta-1328,LA LOMA ZAVALETA O COL LOMAS DE ZAVALETA,Puebla,Puebla,
la-luna-705,LA LUNA,Puebla,Puebla,
la-luz-33,LA LUZ,Puebla,Puebla,
la-margarita-879,LA MARGARITA,Puebla,Puebla,
la-maria-1117,LA MARIA,Puebla,Puebla,
la-mesa-412-1220,LA MESA 412,Puebla,Puebla,
la-mezza-1601,LA MEZZA,Puebla,Puebla,
la-mision-771,LA MISION,Puebla,Puebla,
la-mora-129,LA MORA,Puebla,Puebla,
la-moraleja-1666,LA MORALEJA,Puebla,Puebla,
la-nopalera-977,LA NOPALERA,Puebla,Puebla,
la-noria-1485,LA NORIA,Puebla,Puebla,
la-palma-1102,LA PALMA,Puebla,Puebla,
la-paz-214,LA PAZ,Puebla,Puebla,
la-pedrera---2a-seccion-rancho-colorado-715,LA PEDRERA - 2a SECCION RANCHO COLORADO,Puebla,Puebla,
la-perla-952,LA PERLA,Puebla,Puebla,
la-pradera---2a-seccion-rancho-colorado-716,LA PRADERA - 2a SECCION RANCHO COLORADO,Puebla,Puebla,
